,Ticker,Price,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Gross Profit,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash Per Share,Current Ratio,Book Value Per Share,Cash Flow,Beta,Class
4549,se,23.4431,129.67,16.74,3.6,2.28,21.21,33.85,4.12,13.57,7.63,14.64,2.32,5.87,12.42,2610000000.0,1.61,45.5,6.5,0.2,0.65,12.03,29030000000.0,0.92,2
4550,se,27.3948,124.63,17.17,3.76,2.37,21.96,32.54,3.87,13.32,8.12,16.09,2.71,5.97,12.86,2790000000.0,1.77,6.7,4.2,0.2,0.44,12.85,2010000000.0,0.91,0
4551,se,27.0523,124.91,17.52,3.69,2.31,20.95,32.32,3.74,12.5,8.0,16.22,3.02,5.87,12.61,2790000000.0,1.66,24.3,6.4,0.22,0.41,12.74,2010000000.0,0.9,0
4552,se,25.7038,129.08,17.98,2.591111111111111,3.4988888888888887,19.7,32.06,3.64,11.91,7.91,16.16,3.07,6.02,12.98,2790000000.0,1.55,29.5,4.5,0.22,0.4,0.0,1950000000.0,0.91,0
4553,se,28.7409,127.17,21.33,4.01,2.27,18.52,31.0,3.35,10.85,7.77,18.64,4.03,6.53,14.29,2660000000.0,1.43,140.61,6.09,0.18,0.44,13.43,1940000000.0,0.99,0
4554,se,28.7679,143.53,21.56,4.04,2.31,18.5,30.47,3.2,10.8,7.79,18.72,3.13,6.78,15.03,2660000000.0,1.43,2.1,2.9,0.32,0.46,13.36,1970000000.0,0.88,0
4555,see,19.8621,1.924,21.45,1.08,3.34,6.37,13.9,4.95,18.89,39.215,14.63,1.24,1.57,11.26,1110000000.0,2.203,4.033333333333333,10.2,5.64,1.292,14.062,489000000.0,1.65,0
4556,see,19.837,1.858,19.07,1.07,3.23,6.25,13.42,4.88,20.26,39.817,16.1,1.49,1.55,8.51,1110000000.0,2.491,4.033333333333333,10.2,6.19,1.325,14.739,471100000.0,1.682,0
4557,see,21.7038,1.585,23.21,1.14,3.25,5.68,12.4,4.47,17.25,38.226,15.33,1.59,1.59,12.83,1110000000.0,2.24,4.033333333333333,10.2,4.93,1.207,15.938,471100000.0,1.72,0
4558,see,22.7604,1.584,23.07,1.14,3.24,5.68,12.4,4.47,17.25,38.226,15.24,1.62,1.59,9.26,1160000000.0,2.24,10.3,7.5,4.92,1.236,15.946,436200000.0,1.799,0
4559,see,21.1985,1.54,22.4,1.05,3.08,5.38,13.3,6.85,16.74,47.249,14.581428571428576,1.48,1.46,8.203,1160000000.0,2.23,2.1,10.4,5.491,1.288,16.344,386800000.0,1.530125,0
4560,see,21.0105,1.512,22.07,1.02,2.99,5.29,13.02,6.78,16.35,48.355,14.581428571428576,1.63,1.42,8.163,1160000000.0,2.24,0.6,8.0,5.478,1.103,16.344,1397222222.2222223,1.530125,0
4561,see,20.5518,0.95,11.72,0.79,1.83,7.84,12.49,6.96,20.27,28.174,14.581428571428576,1.29,1.11,6.876,1240000000.0,1.9,6.2,7.4,2.595,1.145,12.18,362600000.0,1.24,0
4562,see,23.2697,56.62,17.76,0.89,1.62,5.58,11.96,6.29,10.77,28.75,12.69,2.23,1.04,6.82,1250000000.0,1.43,2.5,6.3,4.35,1.47,15.61,4750000000.0,1.48,0
4563,see,23.2144,56.62,17.73,0.89,1.62,5.58,11.96,6.29,10.77,28.75,12.68,2.23,1.05,6.83,1250000000.0,1.43,2.5,6.3,4.35,1.47,15.61,4760000000.0,1.48,0
4564,sfly,17.2,0.024,29.95,3.28,2.64,4.7,6.18,4.6,5.39,14.307,56.64666666666667,1.98,2.34,13.989,67860000.0,0.56,61.3,60.1,4.96,4.865,6.384,23490000.0,1.698,0
4565,sfly,17.55,0.018,42.8,3.18,2.8,4.73,5.46,5.06,5.89,9.754,56.64666666666667,1.68,2.38,14.382,67860000.0,0.41,39.96666666666667,58.2,4.568,6.503,6.303,29900000.0,1.698,0
4566,sfly,20.56,0.018,53.66,3.71,3.26,4.73,5.46,5.06,5.89,9.754,56.64666666666667,2.1,3.16,19.124,67860000.0,0.41,39.96666666666667,58.2,4.568,6.503,6.303,29900000.0,1.698,0
4567,sfly,31.85,0.016,112.74,5.59,5.28,4.15,3.44,2.4,5.6,7.665,56.64666666666667,2.88,4.88,37.802,67860000.0,0.29,39.96666666666667,52.1,4.274,4.556,6.229,33790000.0,2.53,0
4568,sfly,17.12,0.019,84.58857142857141,1.97,2.43,1.73,0.88,0.6,2.23,8.837,56.64666666666667,3.174285714285715,1.47,12.166,117270000.0,0.15,39.96666666666667,12.6,4.348,5.08,7.04,32280000.0,1.21,0
4569,sfly,29.2,0.019,76.25,2.31,1.79,2.97,3.72,2.09,3.2,14.43,59.8,2.77,1.93,19.57,253730000.0,0.4,8.9,58.7,5.16,2.61,17.48,63250000.0,1.79,0
4570,sfly,45.97,0.019,72.69,2.55,2.37,3.59,6.36,3.23,3.54,17.88,53.42,5.16,2.12,16.44,345770000.0,0.61,49.7,33.4,6.75,2.08,19.01,151380000.0,1.4,0
4571,shw,36.636,0.341,17.21,1.08,4.86,6.45,10.05,10.03,30.24,39.085,14.31,1.63,1.14,8.95,2460000000.0,2.52,160.3,4.3,1.64,1.432,8.902,631520000.0,0.714,0
4572,shw,37.813,0.559,17.35,1.08,4.67,6.48,10.01,9.88,31.27,40.425,15.0,1.71,1.26,9.94,2460000000.0,2.619,160.3,4.3,0.69,1.071,9.684,631520000.0,0.68,0
4573,shw,36.9429,0.559,16.79,1.05,4.53,6.48,10.01,9.88,31.27,40.425,14.51,1.65,1.22,9.61,2460000000.0,2.619,160.3,4.3,0.69,1.071,9.684,639620000.0,0.692,0
4574,shw,37.2339,0.448,16.31,1.02,4.22,6.45,9.49,9.88,30.41,42.134,12.85,1.27,1.16,9.49,2700000000.0,2.71,18.4,13.1,0.33,1.172,10.481,544680000.0,0.677,0
4575,shw,37.0237,0.448,16.21,1.01,4.19,6.45,9.49,9.88,30.41,42.134,12.52,1.38,1.15,9.43,2700000000.0,2.71,18.4,13.1,0.33,1.172,10.481,544680000.0,0.616,0
4576,shw,36.9844,0.625,15.26,0.98,4.24,6.71,10.49,10.22,27.92,45.227,12.75,1.39,1.17,9.306,2700000000.0,2.95,61.8,16.6,0.054,1.104,10.51,549030000.0,0.62,0
4577,shw,41.0162,0.445,13.92,0.91,3.61,6.74,10.37,10.01,28.32,50.53,15.1725,1.45,1.02,8.207,2700000000.0,3.31,14.1,17.9,0.218,1.2,12.805,550270000.0,0.8257500000000001,0
4578,shw,43.7491,0.401,13.41,0.91,3.49,6.92,11.38,11.39,28.53,56.157,15.1725,1.13,0.98,7.321,3080000000.0,3.78,20.5,8.4,1.831,1.174,14.509,850870000.0,1.19,0
4579,shw,58.1889,0.439,15.67,1.13,4.41,7.38,11.48,12.36,30.95,58.465,15.1725,1.24,1.24,9.004,3410000000.0,4.19,31.3,4.9,3.647,1.181,14.917,815840000.0,1.15,0
4580,shw,58.4683,0.439,15.69,1.13,4.41,7.38,11.48,12.36,30.95,58.465,15.1725,1.24,1.24,9.011,3410000000.0,4.19,31.3,4.9,3.647,1.181,14.917,815840000.0,1.32,0
4581,shw,58.9967,0.54,15.9,1.13,5.83,7.36,11.53,11.66,30.56,58.755,15.1725,1.18,1.25,9.015,3410000000.0,4.21,1.6,0.7,2.273,1.133,11.474,807050000.0,1.09,0
4582,shw,181.2465,95.15,29.27,1.95,10.41,6.76,10.17,10.670833333333334,30.81583333333333,94.07,19.26,1.49,1.95,16.19,4210000000.0,6.19,15.9,1.4,1.780833333333333,1.2184166666666665,17.43,694375833.3333334,0.58,0
4583,shw,190.4058,93.98,30.36,2.0,10.56,6.76,10.21,10.5,38.96,94.07,20.18,1.76,2.15,17.72,4210000000.0,6.18,15.9,1.4,6.02,1.73,17.78,951590000.0,0.58,0
4584,sial,26.1914,0.177,19.92,2.99,3.81,15.31,21.54,13.79,20.66,18.828,17.0,1.77,3.04,11.06,670710000.0,2.885,47.7,7.6,1.81,3.815,15.123,330660000.0,0.128,0
4585,sial,25.3484,0.165,17.33,2.79,3.4,16.3,22.31,14.34,21.46,19.738,16.45,1.66,2.82,10.05,670710000.0,3.219,47.7,7.6,1.94,3.9,16.365,334740000.0,0.105,0
4586,sial,27.4786,0.154,18.62,3.07,3.75,16.53,22.13,14.33,21.29,20.196,16.45,1.72,3.02,10.84,670710000.0,3.34,47.7,7.6,2.45,3.869,16.365,322840000.0,0.198,0
4587,sial,38.9391,0.373,20.44,3.08,3.92,15.4,22.52,11.7,20.94,13.525,17.044000000000004,1.91,3.28,11.578,920200000.0,2.05,25.0,13.2,1.316,2.514,10.689,330400000.0,0.73,0
4588,sial,70.2445,27.57,19.07,3.29,3.48,17.53,25.91,12.03,19.67,21.44,16.84,2.75,3.3,10.68,1320000000.0,3.7,4.3,2.1,5.08,2.67,20.29,501000000.0,1.04,0
4589,sial,81.597,14.98,21.33,3.72,3.78,17.66,25.14,11.41,18.93,21.81,18.48,2.89,3.64,11.97,1350000000.0,3.82,4.3,1.5,4.12,4.11,21.58,577000000.0,1.0,0
4590,sjm,30.7967,0.112,19.46,1.75,1.77,7.86,12.61,6.73,9.53,28.117,14.29,1.61,1.76,11.41,492780000.0,2.21,15.6,8.0,2.09,2.432,24.129999,125940000.0,0.044,0
4591,sjm,32.5497,0.316,20.12,1.57,1.58,7.23,11.9,5.72,8.84,31.385,15.63,1.63,1.87,15.72,492780000.0,2.253,15.6,8.0,0.56,1.353,28.802999,65930000.0,0.099,0
4592,sjm,35.8078,0.301,22.14,1.52,1.7,6.7,11.17,5.42,8.52,33.724,17.08,1.72,1.76,12.81,492780000.0,2.24,15.6,8.0,1.08,1.54,28.813999,104530000.0,0.089,0
4593,sjm,35.6711,0.301,22.17,1.53,1.7,6.7,11.17,5.42,8.52,33.724,17.11,1.75,1.76,12.84,492780000.0,2.24,15.6,8.0,1.08,1.54,28.813999,145250000.0,0.071,0
4594,sjm,34.3957,0.285,21.15,1.35,1.63,6.32,12.33,7.29,8.99,35.803,15.5725,1.94,1.55,10.271,657420000.0,2.24,0.3,57.3,1.292,1.803,28.882999,148400000.0,0.002,0
4595,sjm,33.6609,0.272,20.03,1.25,1.56,6.24,12.12,5.86,8.14,37.099,15.5725,1.82,1.43,9.386,657420000.0,2.29,22.2,2.9,1.066,1.811,29.610001,197540000.0,0.3328125,0
4596,sjm,32.8821,0.265,18.03,1.2,1.49,6.65,11.91,6.07,8.39,37.238,15.5725,1.89,1.37,8.965,657420000.0,2.45,61.5,2.1,1.492,2.427,29.695,878146875.0,0.32,0
4597,sjm,35.8174,0.273,19.6,1.27,1.57,6.55,11.94,5.99,8.27,37.779,15.5725,1.8,1.44,9.507,692850000.0,2.45,3.9,3.2,1.762,2.334,30.487,238900000.0,0.34,0
4598,sjm,36.3026,0.273,19.98,1.29,1.6,6.55,11.94,5.99,8.27,37.779,15.5725,1.83,1.47,9.669,692850000.0,2.45,3.9,3.2,1.762,2.334,30.487,238900000.0,0.37,0
4599,sjm,41.5288,0.243,20.85,1.43,1.76,6.98,11.92,6.09,8.6,38.059,15.5725,2.35,1.57,10.341,692850000.0,2.63,29.1,2.5,2.688,2.351,31.035999,285740000.0,0.35,0
4600,sjm,48.0778,0.237,22.84,1.64,1.96,7.32,12.53,6.56,8.92,38.063,15.5725,2.39,1.75,11.076,702060000.0,2.76,19.0,1.6,3.516,2.704,31.625,273420000.0,0.34,0
4601,sjm,41.8499,0.427,16.92,1.23,1.63,7.24,12.34,6.44,9.75,42.902,15.5725,1.97,1.38,9.29,702060000.0,3.08,4.9,27.2,5.895,3.502,33.105,239800000.0,0.43,0
4602,sjm,52.0766,9.0228125,16.8,1.52,1.35,8.96,17.32,8.39,12.34,39.208,15.5725,1.77,1.76,8.307,1250000000.0,3.5,172.1,51.7,3.444,1.474,43.169998,622300000.0,0.72,0
4603,sjm,69.1122,24.64,18.46,1.76,1.6,9.94,19.02,7.04,9.03,41.24,13.41,2.04,1.97,8.62,1800000000.0,4.05,21.3,11.0,3.01,3.39,46.35,9520000000.0,0.6,5
4604,sjm,68.3087,38.63,18.1,1.59,1.55,8.95,17.64,6.46,8.57,45.49,13.84,2.09,1.9,8.91,1800000000.0,4.03,15.0,18.4,4.38,4.03,47.11,431950000.0,0.61,0
4605,sjm,74.7406,38.47,20.3,1.66,1.67,8.41,16.66,6.34,8.38,47.33,15.23,2.41,1.99,9.81,1800000000.0,3.94,11.5,11.8,3.31,3.65,47.54,466420000.0,0.45,0
4606,sjm,99.6729,39.32,21.87,1.87,2.13,8.76,16.37,6.57,9.73,54.29,17.99,2.3,2.15,10.53,1850000000.0,4.71,31.9,6.3,4.09,2.94,48.49,945330000.0,0.49,0
4607,slb,27.0078,1.277,76.04,2.54,6.05,2.55,4.04,1.79,8.21,23.547,25.43,1.99,2.88,16.37,2640000000.0,0.806,36.63684210526316,3.3,5.28,1.526,10.037,2100000000.0,1.035,0
4608,slb,28.1724,0.74,42.35,3.14,6.52,7.36,9.98,5.16,15.3,20.114,25.49,1.99,3.29,13.29,2640000000.0,1.505,36.63684210526316,3.3,4.31,1.438,10.063,1820000000.0,1.065,0
4609,slb,31.2536,0.762,41.35,3.36,6.97,8.9,11.44,6.54,16.98,18.942,22.7,1.79,3.7,26.84,2640000000.0,1.7,36.63684210526316,3.3,5.09,1.494,10.063,1820000000.0,1.127,0
4610,slb,29.9672,0.762,40.12,3.42,6.47,9.05,11.44,6.64,16.84,18.942,21.54,1.69,3.56,14.21,2570000000.0,1.7,219.5,17.4,5.09,1.502,10.394,1900000000.0,1.298,0
4611,slb,58.4094,0.574,21.59,3.99,7.36,19.29,25.65,15.07,41.19,16.274,16.330555555555556,0.75,4.14,12.274,6020000000.0,3.01,71.2,33.0,2.545,1.423,8.846,4780000000.0,1.33,4
4612,slb,86.0161,0.412,26.77,6.22,10.36,21.35,27.46,16.33,41.67,18.124,16.330555555555556,1.13,5.64,15.868,6020000000.0,3.71,46.9,20.3,2.42,1.577,10.77,5470000000.0,0.78,4
4613,slb,49.5076,0.316,11.2,2.53,3.76,21.8,26.53,15.26,36.61,21.095,16.330555555555556,0.53,2.48,7.085,8230000000.0,4.46,12.8,19.6,2.417,1.645,14.152,6570000000.0,1.14,4
4614,slb,36.0996,0.322,8.28,1.7,2.54,21.35,26.1,14.96,35.39,22.189,16.330555555555556,3.08,1.81,5.248,8230000000.0,4.62,12.7,22.5,2.921,1.516,14.879,7100000000.0,1.51,4
4615,slb,38.7153,0.322,9.12,1.9,2.83,21.35,26.1,14.96,35.39,22.189,16.330555555555556,3.4,1.98,5.759,8230000000.0,4.62,12.7,22.5,2.921,1.516,14.879,7100000000.0,1.51,4
4616,slb,64.769,36.33,20.02,2.43,2.9,12.3,16.47,7.35,14.08,27.77,13.79,0.79,2.58,10.28,5950000000.0,3.38,25.0,49.4,4.52,1.88,23.47,6140000000.0,1.4,4
4617,slb,59.97936363636363,31.64,21.17,2.62,3.32,12.64,16.9,7.81,15.26,29.31,13.59,0.67,2.75,10.92,8120000000.0,3.67,35.5,21.0,3.62,1.95,23.44,6170000000.0,1.5,4
4618,slb,71.8874,31.3,19.06,2.39,3.06,12.92,17.23,8.2,16.1,30.86,14.17,0.71,2.53,10.01,8120000000.0,3.96,37.8,21.7,3.06,1.97,24.26,6060000000.0,1.67,4
4619,slb,70.114,31.77,18.45,2.33,3.03,12.66,17.46,8.41,16.71,32.0,14.53,1.0,2.5,9.83,8120000000.0,4.03,4.8,16.2,2.64,1.83,24.72,5500000000.0,1.66,4
4620,slb,70.0079,31.77,18.17,2.24,2.93,12.66,17.46,8.41,16.71,32.0,14.4,0.93,2.41,9.47,8120000000.0,4.03,4.8,16.2,2.64,1.83,24.72,5500000000.0,1.65,4
4621,slb,68.2331,32.61,16.97,2.16,2.76,12.63,17.45,8.32,16.87,32.89,14.27,0.9,2.3,9.12,8120000000.0,4.13,9.5,3.7,3.58,1.99,25.84,30855000000.0,1.65,2
4622,slb,75.5773,33.36,19.45,2.46,2.97,13.03,17.84,8.05,16.51,31.69,13.62,0.94,2.64,10.16,8120000000.0,4.1,3.6,1.8,4.72,1.95,26.25,30855000000.0,1.79,2
4623,slb,69.2431,31.02,17.17,2.2,2.64,12.7,17.74,8.07,15.96,32.27,12.23,0.89,2.3,8.86,9090000000.0,4.07,3.2,7.9,4.18,1.86,26.9,30855000000.0,1.82,2
4624,slb,75.4257,31.02,18.86,2.39,2.88,12.7,17.77,8.09,15.96,32.28,13.52,0.97,2.48,9.51,9090000000.0,4.07,3.2,7.6,4.18,1.86,26.82,7070000000.0,1.81,4
4625,sna,25.9322,0.334,27.22,0.85,1.97,3.04,5.81,3.32,7.42,39.442,14.17,1.48,0.95,11.01,1010000000.0,1.197,25.8,6.1,1.85,1.977,17.103001,177000000.0,1.042,0
4626,sna,23.7603,0.331,23.77,0.74,1.77,3.13,5.82,3.5,7.62,40.994,18.05,1.84,0.81,9.45,1010000000.0,1.283,25.8,6.1,2.66,2.119,17.364,212400000.0,1.141,0
4627,sna,25.8519,0.331,25.7,0.79,1.89,3.13,5.82,3.5,7.62,40.994,19.86,1.92,0.86,10.11,1010000000.0,1.283,25.8,6.1,2.66,2.119,17.364,171200000.0,1.255,0
4628,sna,42.2869,0.51,30.01,1.17,2.79,3.97,8.04,5.88,9.82,43.266,14.55625,1.65,1.37,12.706,1070000000.0,1.69,38.7,16.9,1.086,1.632,18.202999,203400000.0,1.11,0
4629,sna,43.0706,0.405,16.11,0.99,2.24,6.24,11.18,7.49,16.06,50.159,14.55625,1.24,1.13,8.222,1100000000.0,3.09,50.8,13.6,1.617,1.858,22.263,231100000.0,0.63,0
4630,sna,25.7584,34.1211,7.29,0.58,1.44,8.07,13.25,8.88,19.19,51.038,14.55625,0.86,0.72,4.571,1290000000.0,4.074,2.3,9.8,2.017,2.083,20.671,215000000.0,1.47,0
4631,sna,55.6124,77.74,17.22,1.27,2.37,7.43,13.55,6.56,15.25,47.67,12.5,1.24,1.55,9.82,1210000000.0,3.52,52.7,14.0,7.0,2.06,25.6,4290000000.0,1.56,0
4632,sna,55.7901,77.74,16.88,1.25,2.32,7.43,13.55,6.56,15.25,47.67,12.25,1.24,1.53,9.66,1210000000.0,3.52,52.7,14.0,7.0,2.06,25.6,4220000000.0,1.56,0
4633,sna,53.377,77.74,16.25,1.21,2.24,7.43,13.55,6.56,15.25,47.67,11.79,1.27,1.55,9.82,1210000000.0,3.52,52.7,14.0,7.0,2.06,25.6,4290000000.0,1.52,0
4634,sna,80.0907,53.04,15.21,1.52,2.59,10.22,17.67,9.03,18.85,53.44,13.35,1.43,1.77,8.98,1390000000.0,5.39,16.6,1.6,3.66,2.5,31.38,340000000.0,1.36,0
4635,sna,86.8517,53.04,16.52,1.66,2.82,10.22,17.63,9.01,18.85,53.44,14.48,1.52,1.88,9.58,1390000000.0,5.39,16.6,1.6,3.59,2.5,31.4,340000000.0,1.36,0
4636,sndk,27.1627,0.188,47.14,5.1,5.58,11.56,21.92,9.62,14.9,10.603,24.71,1.36,4.49,18.43,188820000.0,1.291,114.08636363636364,47.8,9.56,3.687,11.17,1315630000.0,3.439,0
4637,sndk,25.8992,4.953,17.5,2.59,2.35,15.08,23.55,12.01,15.44,10.899,15.35,0.86,1.79,6.878,438610000.0,1.49,17.2,16.6,7.907,4.953,11.182,285910000.0,1.4865142857142852,0
4638,sndk,38.1802,4.585,25.5,3.63,3.31,14.43,22.33,11.33,14.86,11.06,13.297058823529412,1.24,2.8,11.209,438610000.0,1.48,0.2,18.8,8.095,4.585,11.589,336740000.0,1.4865142857142852,0
4639,sndk,38.7112,7.8824411764705875,22.29,3.09,2.61,14.0,21.8,11.85,14.0,13.316,13.297058823529412,0.86,2.4,9.32,972730000.0,1.77,52.9,38.2,9.063,5.345,15.007,399030000.0,0.94,0
4640,sndk,38.7112,7.8824411764705875,22.29,3.11,2.63,14.0,21.8,11.85,14.0,13.316,13.297058823529412,0.86,2.4,9.32,972730000.0,1.77,52.9,38.2,9.063,5.345,15.007,399030000.0,0.94,0
4641,sndk,38.7112,7.8824411764705875,22.29,3.11,2.63,14.0,21.8,11.85,14.0,13.316,13.297058823529412,0.86,2.4,9.32,972730000.0,1.77,52.9,38.2,9.063,5.345,15.007,399030000.0,0.94,0
4642,sndk,43.2932,0.347,24.1,3.03,2.6,12.94,19.4,9.94,13.21,14.742,13.297058823529412,0.92,2.54,9.862,972730000.0,1.83,3.9,27.4,12.972,6.234,16.878,482030000.0,0.77,0
4643,sndk,41.1399,0.257,43.44,2.67,1.82,6.11,17.08,8.16,5.46,16.375,13.297058823529412,1.01,2.019428571428571,10.472514285714285,972730000.0,0.96,114.08636363636364,55.0,13.325,4.708,22.593,594000000.0,0.83,0
4644,sndk,40.4614,0.257,41.85,2.66,1.82,6.11,17.08,8.16,5.46,16.375,13.297058823529412,1.07,2.11,8.676,972730000.0,0.96,114.08636363636364,55.0,13.325,4.708,22.593,594000000.0,0.83,0
4645,sndk,36.88410555555555,0.257,41.85,2.66,1.82,6.11,17.08,8.16,5.46,16.375,13.297058823529412,1.05,2.11,8.676,972730000.0,0.96,114.08636363636364,55.0,13.325,4.708,22.593,594000000.0,0.83,0
4646,sndk,36.2924,0.257,38.49,2.47,1.69,6.11,17.08,8.16,5.46,16.375,13.297058823529412,1.36,1.99,8.168,972730000.0,0.96,114.08636363636364,55.0,13.325,4.708,22.593,594000000.0,0.83,0
4647,sndk,43.1949,0.257,45.89,3.15,2.15,6.11,16.94,8.09,5.46,16.375,13.297058823529412,2.19,2.58,10.649,1240000000.0,0.96,114.08636363636364,55.0,12.457,4.732,21.049999,598060000.0,1.28,0
4648,sndk,44.4437,0.257,45.89,3.15,2.15,6.11,16.94,8.09,5.46,16.375,13.297058823529412,2.12,2.48,10.239,1240000000.0,0.96,114.08636363636364,55.0,12.457,4.732,21.049999,598060000.0,1.28,0
4649,sndk,42.7229,0.257,45.89,3.07,2.09,6.11,17.08,8.16,5.46,16.375,13.297058823529412,1.08,2.019428571428571,10.472514285714285,972730000.0,0.96,114.08636363636364,55.0,13.325,4.708,21.049999,594000000.0,0.83,0
4650,sndk,42.428,0.255,56.55,2.79,1.99,4.77,12.91,6.8,4.22,16.482,13.297058823529412,2.26,2.28,10.7,1240000000.0,0.76,114.08636363636364,26.1,13.062,6.648,21.014999,800860000.0,0.79,0
4651,sndk,42.8213,0.255,56.55,2.79,1.99,4.77,12.91,6.8,4.22,16.482,13.297058823529412,2.26,2.28,10.7,1240000000.0,0.76,114.08636363636364,26.1,13.062,6.648,21.014999,800860000.0,0.79,0
4652,sndk,47.6983,0.255,64.14,3.25,2.31,4.77,12.91,6.8,4.22,16.482,13.297058823529412,2.48,2.75,12.906,1240000000.0,0.76,114.08636363636364,26.1,13.062,6.648,21.014999,800860000.0,0.71,0
4653,sndk,47.2853,0.255,62.39,3.23,2.3,4.77,12.91,6.8,4.22,16.482,13.297058823529412,2.45,2.66,12.486,1240000000.0,0.76,114.08636363636364,26.1,13.062,6.648,21.014999,800860000.0,0.62,0
4654,sndk,50.8152,0.255,110.23,3.14,2.31,2.72,9.26,3.5,2.41,16.362,13.297058823529412,1.99,2.67,17.627,1240000000.0,0.43,70.2,15.0,12.777,6.397,21.101999,651070000.0,0.56,0
4655,sndk,7.404,0.253,31.52941176470588,0.48,0.37,2.66,5.3,1.74,2.02,16.556,13.297058823529412,1.208529411764706,0.39,23.515,1200000000.0,0.439,114.08636363636364,20.8,6.975,3.857,21.496,171340000.0,0.64,0
4656,sndk,9.0952,0.253,31.52941176470588,0.56,0.43,2.66,5.11,1.68,2.02,16.556,13.297058823529412,1.208529411764706,0.5,27.279,1200000000.0,0.44,114.08636363636364,20.8,6.964,3.857,21.462,171340000.0,1.8,0
4657,sndk,8.5151,0.253,31.52941176470588,0.68,0.53,2.66,5.11,1.68,2.02,16.556,13.297058823529412,1.208529411764706,0.59,32.208,1200000000.0,0.44,114.08636363636364,20.8,6.964,3.857,21.462,171340000.0,1.42,0
4658,sndk,34.3553,27.66,6.56,1.66,1.36,24.47,29.51,11.89,23.43,22.13,7.6,0.6,1.48,4.32,2260000000.0,5.3,3.7,16.6,11.26,3.81,26.6,7740000000.0,1.65,5
4659,sndk,48.3374,23.58,9.97,2.17,1.75,22.01,27.19,10.23,20.02,22.76,9.86,0.63,1.99,6.22,2260000000.0,4.92,27.6,14.8,10.65,3.48,28.01,10790000000.0,1.47,5
4660,sndk,50.2154,23.58,9.9,2.2,1.77,22.01,27.21,10.24,20.02,22.76,9.71,0.62,1.98,6.19,2260000000.0,4.92,27.6,14.8,10.63,3.48,27.96,10740000000.0,1.47,5
4661,sndk,48.6029,23.58,10.0,2.19,1.77,22.01,27.21,10.24,20.02,22.76,9.74,0.6,2.01,6.26,2260000000.0,4.92,27.6,14.8,10.63,3.48,27.96,1200000000.0,1.46,0
4662,sndk,50.0581,22.73,12.56,2.16,1.73,17.43,27.05,10.1,15.37,23.64,9.31,0.65,1.94,6.08,2440000000.0,4.04,42.1,18.8,11.75,3.98,29.13,1050000000.0,1.58,0
4663,sndk,32.9001,23.15,8.81,1.41,1.12,15.74,24.57,9.05,13.48,23.14,10.07,1.05,1.19,3.99,2440000000.0,3.58,49.0,6.8,10.96,4.52,28.87,722310000.0,1.32,0
4664,sndk,34.493,23.45,14.79,1.62,1.21,12.27,19.72,6.59,9.58,21.64,12.52,1.37,1.62,6.36,2440000000.0,2.62,94.8,24.9,10.48,2.27,29.07,472180000.0,1.42,0
4665,sndk,44.0602,23.21,22.47,2.06,1.46,9.53,15.28,4.81,6.97,21.01,12.88,1.71,1.88,8.77,2440000000.0,1.97,67.2,10.1,10.74,2.28,29.84,423780000.0,1.3,0
4666,sndk,52.5261,23.51,27.15,2.45,1.73,9.05,14.52,4.62,6.54,21.44,11.12,0.45,2.14,9.34,1680000000.0,1.92,45.3,11.2,13.65,2.59,30.19,936330000.0,1.23,0
4667,sndk,52.7916,23.51,28.26,2.5,1.77,9.05,14.52,4.62,6.54,21.44,11.57,0.48,2.14,9.34,1680000000.0,1.92,45.3,11.2,13.65,2.59,30.19,936330000.0,1.23,0
4668,sni,46.491,57.45,23.85,4.44,5.13,19.01,34.57,15.66,21.32,10.71,19.02,1.49,4.75,11.68,997600000.0,2.03,33.6,31.9,1.99,4.79,9.26,8450000000.0,1.17,5
4669,sni,65.2539,61.13,15.0,4.34,5.51,29.54,40.45,14.4,38.97,15.16,16.48,1.33,4.72,10.47,1700000000.0,4.44,126.5,9.2,2.95,5.88,12.23,614680000.0,1.06,0
4670,so,17.8832,1.436,14.21,1.93,2.34,13.65,25.0,4.73,17.06,15.432,15.13,3.1,3.14,9.2,7270000000.0,2.083,4.4,3.9,0.29,0.714,12.67,12588333333.333334,0.481,5
4671,so,17.8223,1.328,14.5,1.92,2.24,13.29,25.73,4.43,15.98,15.37,14.32,3.31,3.08,8.84,7750000000.0,2.014,11.8,6.7,0.42,0.806,13.13,3070000000.0,0.45,4
4672,so,18.7821,1.325,15.47,1.89,2.22,12.5,24.46,4.19,14.8,15.725,14.51,2.98,3.07,9.3,7750000000.0,1.933,11.8,6.7,0.26,0.857,13.432,2820000000.0,0.467,4
4673,so,19.8109,1.325,16.35,2.0,2.35,12.5,24.46,4.19,14.8,15.725,15.27,3.18,3.19,9.64,7750000000.0,1.933,11.8,6.7,0.26,0.857,13.432,2820000000.0,0.479,4
4674,so,20.8814,1.244,16.81,2.07,2.36,12.64,24.42,4.19,14.73,15.809,15.69,3.26,3.25,9.91,7750000000.0,1.959,11.8,6.7,0.38,1.039,13.927,2760000000.0,0.47,4
